distance_km,days_late,review_score,product_weight_g
1530,-12,4,600
1530,-12,4,600
NULL,-20,NULL,100
215,-14,4,6550
2351,-10,3,200
536,-22,5,180
536,-22,5,180
401,-10,1,150
764,-27,5,880
136,-8,3,550
1255,-16,5,4350
350,-14,5,175
2297,-7,4,900
209,-20,5,273
500,-18,1,550
269,-6,5,400
2382,-6,5,1050
170,-14,5,650
5,-14,1,2035
5,-14,1,1252
761,-8,5,83
951,-21,5,100
12,-7,5,50
121,5,1,12750
295,-20,5,6550
295,-20,5,6550
431,-12,4,1650
101,-10,5,1500
448,-16,5,150
18,-8,4,2033
1362,-7,4,2500
727,-9,5,5400
243,-20,1,200
467,-15,4,1800
806,-10,5,800
46,-10,5,823
403,-11,5,450
403,-11,5,450
403,-11,5,450
417,-3,4,1550
364,-28,4,350
21,0,5,100
514,1,3,200
824,-11,5,950
83,-15,5,250
353,-12,4,300
140,-7,5,1600
99,-10,5,150
337,-13,5,350
139,-22,1,2900
162,-3,5,350
134,-8,4,1350
2358,-23,3,300
359,-11,5,2850
2140,123,1,600
857,-27,5,1775
59,-2,5,200
6,-7,1,150
480,5,1,975
297,-4,5,1550
792,-15,5,5800
403,-16,5,450
295,-19,5,1029
1099,-22,5,350
2735,-31,5,300
131,-13,3,1200
937,-30,5,1650
153,-4,5,350
154,-12,5,300
478,-8,5,7350
877,-14,5,100
355,-19,5,3585
750,4,2,300
340,-11,4,950
340,-11,4,950
340,-11,4,950
355,3,3,200
363,-7,4,200
353,-17,4,700
747,-18,5,217
24,-10,5,1100
46,-9,5,2125
160,-7,5,5050
742,-20,5,550
173,-18,5,625
1088,-14,4,1500
420,-18,5,910
295,-19,5,750
536,-16,1,9650
536,-16,1,10725
694,-21,5,11880
694,-21,5,11880
1217,-9,5,427
321,-12,5,417
NULL,0,NULL,300
9,-13,4,300
395,-5,3,7850
852,-16,3,3150
1234,-4,5,700
872,-27,4,1600
63,0,4,800
1183,-27,4,450
24,-10,5,400
300,-7,5,150
49,-10,5,1100
2699,-38,5,3400
43,-17,5,1433
378,-18,5,6000
1894,-8,4,350
93,-19,5,600
556,-15,4,7500
660,-9,3,700
542,-21,1,6400
98,-6,5,250
175,-15,5,6200
1104,-7,4,900
157,-9,5,200
310,-13,4,350
2379,-20,4,300
500,-20,5,4475
500,-20,5,1200
336,-18,4,500
1447,0,3,700
1447,0,3,700
108,-15,5,1200
714,0,3,2750
549,-12,5,350
1390,-4,5,314
26,-11,5,200
26,-11,5,200
134,-12,3,450
134,-12,3,500
613,-22,5,2300
6,-6,5,250
6,-6,5,250
28,-13,4,8450
1091,3,5,2197
804,-35,5,225
544,-22,5,214
544,-22,5,214
2096,-16,4,1050
43,-6,4,150
474,-23,5,10050
8,-12,5,200
1173,-10,5,150
109,-13,4,200
109,-13,4,250
109,-13,4,250
420,-8,5,200
420,-8,5,200
426,-8,4,1550
1232,-24,4,400
398,-11,5,800
553,-11,4,1000
553,-11,4,1100
27,-17,2,800
332,-7,4,750
87,-10,4,175
934,7,1,200
934,7,1,200
834,-24,5,250
834,-24,5,250
834,-24,5,250
834,-24,5,250
514,-16,5,407
391,-13,5,1600
259,-5,5,100
191,-9,4,6050
408,-4,3,200
138,0,1,11850
480,-15,5,400
337,-20,5,700
114,-6,5,190
249,-14,5,4000
608,-15,3,950
1875,-10,5,24050
882,-16,5,1250
961,-16,4,925
139,14,5,12100
1116,-5,5,8200
20,-1,5,220
2062,-35,5,200
1941,14,1,431
506,-5,5,173
43,-7,3,850
13,-10,5,350
876,1,5,450
476,-14,3,75
476,-14,3,150
382,-6,4,17900
298,-6,5,23450
298,-6,5,23450
453,-8,5,350
1026,-14,4,425
406,-4,5,550
488,-28,4,346
2294,-18,5,835
2294,-18,5,835
985,-9,5,1750
119,-5,5,1200
252,-18,4,4100
715,-18,4,4100
252,-18,4,700
715,-18,4,700
252,-18,4,600
715,-18,4,600
2220,-18,5,1150
2220,-18,5,1150
2220,-18,5,1150
624,-12,5,233
2113,2,4,550
197,-15,5,125
1088,-15,2,8350
357,-5,4,550
66,-7,5,400
1429,-31,3,850
687,-9,5,2400
360,-14,5,700
485,-17,4,1200
76,-11,5,650
42,-23,5,15000
91,-14,5,250
346,-8,5,115
408,-4,5,1650
408,-4,5,1650
260,-20,3,1400
260,-20,3,1400
14,-9,5,375
544,-22,5,900
544,-22,5,900
544,-22,5,900
19,-16,2,50
19,-16,2,50
934,-28,4,450
313,-16,5,150
498,-15,5,200
360,-14,1,7513
843,-4,5,6500
35,-14,5,1000
712,-8,1,147
496,-17,5,400
331,-23,5,4300
498,-4,4,3150
498,-4,4,3150
327,-8,5,450
550,-10,5,1750
638,-14,4,3100
58,-6,2,120
1863,2,3,100
1064,-7,5,800
798,-26,5,350
184,-6,4,333
11,-11,5,1525
468,-16,5,625
80,-9,5,100
1990,-15,5,350
391,-4,4,1000
290,-19,5,350
596,-9,5,2550
835,-18,1,400
363,-23,5,6800
644,-5,4,700
11,-5,4,820
683,-15,5,1750
2284,-5,4,700
304,-15,4,250
304,-15,4,250
427,-8,4,1300
623,-13,5,1250
461,-21,5,12600
306,-8,5,800
360,-18,5,2600
397,-15,5,452
13,-1,5,150
749,-9,5,300
749,-9,5,300
84,-13,4,2400
1623,-23,2,200
325,-21,5,1700
656,-4,3,100
1436,-12,2,1700
1641,-14,5,300
12,-2,5,1450
2,-17,4,900
58,-13,5,966
535,1,5,4338
192,-8,5,10000
81,-14,5,150
296,-16,5,342
2047,-36,5,4950
146,5,1,150
2190,-9,3,1450
54,-13,5,300
930,-13,5,167
491,-10,5,1000
622,-15,5,300
438,-19,5,17500
169,-19,5,17500
438,-19,5,21400
169,-19,5,21400
490,-20,4,600
336,-16,4,200
53,-5,5,4300
1299,-15,4,1250
90,-8,3,321
480,-19,4,5500
348,-6,4,6038
242,-16,5,3850
900,-21,4,2500
699,-6,3,1383
514,-16,4,1093
22,-1,3,1300
621,-12,5,900
790,-13,5,150
1276,-20,5,450
14,-9,5,300
412,-12,3,8100
343,-14,5,250
950,-13,3,1825
438,-3,1,300
858,-24,4,100
346,-19,5,1563
2177,-20,1,760
2177,-20,1,760
2177,-20,1,760
2177,-20,1,760
2177,-20,1,760
816,-9,4,950
58,-18,5,166
549,4,2,7750
622,-21,5,200
563,-19,5,4550
302,-7,5,300
67,-16,4,875
410,-8,1,173
414,-18,5,1500
1470,0,4,100
510,-7,3,600
79,-14,4,800
20,-10,5,300
317,-16,5,4250
2036,-14,5,1900
545,-8,5,2450
353,-4,2,300
17,-7,3,150
1417,7,3,1288
142,-14,5,100
72,-11,5,2500
886,-5,5,2200
353,-20,5,6150
67,-9,5,450
67,-9,5,450
18,-14,5,300
796,-2,5,750
49,-10,5,240
519,-8,4,107
411,-7,5,550
331,-3,5,200
485,-15,5,700
488,4,2,100
100,-7,4,317
NULL,52,NULL,9000
2349,-27,4,275
12,-11,5,750
390,-13,5,300
161,-12,4,300
495,-23,5,350
164,-19,1,290
127,-8,5,50
1635,-7,3,650
112,-8,5,700
456,-11,5,1500
12,-6,5,450
730,-10,5,429
730,-10,5,429
390,-5,5,500
294,-18,4,3100
2317,-14,3,138
453,-3,4,1400
295,-6,4,4338
793,-15,5,2800
1117,-15,5,1250
143,-10,2,2800
471,-9,5,500
300,-9,1,2150
2321,-22,4,200
100,-5,4,4800
679,-25,5,4650
9,-4,5,300
18,-11,5,4475
1800,45,1,1500
2174,-9,4,125
132,-13,5,250
1747,-31,3,250
263,-24,5,700
34,-13,4,6700
34,-13,4,6700
219,-11,5,500
20,-19,5,1800
332,-30,4,100
481,-16,5,1600
727,-15,5,5250
659,-10,5,1300
478,-13,4,18000
NULL,-10,NULL,850
NULL,-10,NULL,850
369,-17,5,467
940,-4,1,167
317,-14,5,950
348,-20,5,950
19,-13,5,1582
760,-23,5,1600
1189,-23,4,700
895,-12,3,50
54,-12,1,350
133,-17,4,2050
2311,-6,4,700
2311,-6,4,700
2311,-6,4,700
2311,-6,4,700
2311,-6,4,700
2311,-6,4,700
2350,-3,5,250
423,-11,5,5200
708,-11,4,2300
330,32,1,1110
52,-22,4,8683
959,-33,4,1800
1334,-28,5,7950
524,-42,5,1400
471,-19,5,7450
1337,-13,5,550
665,-16,5,1383
959,-17,5,50
959,-17,5,50
2228,-19,5,350
18,-13,5,1925
47,-7,5,200
431,-14,5,375
750,-15,5,100
569,10,1,100
539,-17,5,1100
1928,-25,5,250
350,-10,4,2600
843,-26,3,150
890,16,3,350
2149,-15,1,600
2149,-15,1,600
591,-6,5,1200
591,-6,5,1200
9,-14,5,100
129,-14,5,30000
160,-1,4,600
286,-14,4,4338
637,6,1,425
40,-13,5,11113
16,-7,5,950
16,-7,5,950
889,-18,5,150
388,1,2,970
801,-12,5,1900
832,-6,1,150
365,-17,5,8875
867,0,5,450
91,-11,5,3500
491,-9,5,2300
992,-20,5,13700
746,-5,4,175
340,-14,3,100
340,-14,3,100
340,-14,3,100
340,-14,4,100
340,-14,4,100
340,-14,4,100
340,-14,3,100
340,-14,3,100
340,-14,3,100
140,-9,5,8950
345,-6,1,750
345,-6,1,750
345,-6,1,750
345,-6,1,750
483,-8,5,285
343,-11,5,200
930,-21,5,483
2,6,1,317
1446,-13,1,200
959,-13,1,200
1446,-13,1,125
959,-13,1,125
2287,-21,5,700
444,-16,4,4755
797,-12,3,314
67,-26,4,7350
215,-3,3,600
215,-3,3,600
215,-3,3,600
215,-3,3,600
215,-3,3,600
409,-11,5,875
336,-24,5,8800
301,-17,5,710
441,-27,4,15200
167,-13,5,1500
249,-10,5,800
104,-11,4,1950
44,-11,4,100
86,-11,5,2650
1084,-11,4,317
1428,-20,5,401
710,-18,5,700
268,-8,5,1050
NULL,-6,NULL,500
81,-14,4,1000
470,-9,5,400
426,-23,5,1000
178,-18,5,6300
34,-6,5,400
261,-9,4,700
747,-46,5,2700
563,-9,1,200
752,-29,3,13700
343,-15,4,3900
356,-11,5,1750
317,-19,5,300
76,-11,5,150
458,-15,5,1200
458,-15,5,1200
458,-15,5,9550
312,-12,5,30000
12,-4,5,200
12,-4,5,300
48,-5,3,300
435,-13,5,887
433,-19,5,1100
262,-8,5,1100
942,-13,5,250
111,-6,5,300
52,-12,5,400
311,-15,5,475
495,-17,5,1538
762,-12,5,1500
267,1,3,7100
672,5,1,1650
91,-20,5,600
533,-27,5,173
796,-21,5,2500
202,-21,2,3100
82,-21,2,3100
202,-21,2,2750
82,-21,2,2750
202,-21,2,300
82,-21,2,300
433,-7,5,1100
336,-6,3,100
234,-12,5,1700
299,5,1,567
494,-47,5,338
415,-11,5,6000
893,1,4,250
350,-13,3,1450
425,-7,5,600
91,-19,5,1750
422,-6,5,825
552,-26,5,150
842,-11,4,3900
862,-29,1,7900
842,-26,5,950
21,-15,4,225
484,-20,5,150
504,-12,5,7400
333,-9,4,350
34,-1,1,13867
432,-10,5,7433
340,-7,1,156
504,-15,2,550
78,-5,3,200
222,-17,5,1200
376,-21,1,1550
60,-15,5,500
19,-10,4,9900
19,-10,4,3500
182,-11,5,1050
189,-15,5,2300
525,-3,5,100
918,-13,5,1050
353,-20,5,200
16,-12,5,1100
63,-9,3,200
63,-9,3,200
816,-19,5,4600
313,-24,5,1400
209,-12,1,250
345,-6,1,750
345,-6,1,750
345,-6,1,750
345,-6,1,750
532,-19,5,430
2314,-20,5,1625
183,-19,5,23200
77,-17,5,600
470,-8,5,950
459,-20,5,200
2129,-20,5,200
321,7,1,415
2128,-10,5,1500
303,-7,5,700
436,-22,5,950
325,-14,1,18225
501,-14,1,600
346,-6,1,200
1290,-15,4,2400
503,-20,5,1000
55,-10,5,3300
301,-10,5,459
78,-13,4,1600
448,18,1,200
583,-17,5,1600
2186,-15,4,200
30,-21,5,400
2154,-12,5,350
947,-16,4,50
947,-16,4,50
11,-12,5,450
21,-10,5,400
461,-23,5,242
1909,-19,5,610
2363,-10,2,346
377,-14,5,450
2385,-12,4,300
21,-19,5,500
7,-13,5,850
2020,-12,4,250
NULL,-8,NULL,800
NULL,-8,NULL,800
523,-19,5,1100
168,-13,5,1400
81,-8,5,400
425,-7,1,550
641,-14,5,175
817,-9,5,2313
162,-16,4,9950
112,-14,4,450
49,-9,1,567
552,-16,2,1600
157,-11,5,6250
834,-18,5,300
336,-25,5,300
437,-21,5,575
402,-5,5,350
404,-15,5,1500
404,-15,5,1750
1609,-15,5,700
505,-16,5,275
787,-15,5,2600
159,-14,4,584
682,-17,5,9750
2447,-30,5,200
232,-17,5,650
2464,-13,5,1050
658,-27,5,3700
14,-8,4,625
14,-8,4,625
14,-8,4,625
14,-8,4,475
14,-8,4,475
14,-8,4,475
14,-8,4,475
14,-8,4,625
15,-9,5,250
486,-3,1,200
2735,-25,5,1550
23,-12,4,2150
796,-20,5,150
9,-1,5,400
462,-16,5,6250
NULL,-1,NULL,584
319,-12,5,147
344,-7,5,250
752,-12,4,1750
595,-28,5,1100
1203,-28,4,350
277,-14,5,1250
470,-13,3,1050
470,-13,3,1200
338,-12,5,4700
503,-12,4,18250
850,6,1,321
399,-27,5,417
100,-27,5,417
399,-27,5,200
100,-27,5,200
16,-9,4,183
366,-8,5,600
359,-8,4,250
618,0,5,8333
347,-8,5,2550
496,-11,4,5600
487,-6,5,800
487,-6,5,800
487,-6,5,800
487,-6,5,800
1195,-8,4,5150
113,-10,4,300
425,-18,5,1650
191,-6,4,725
1453,-3,3,1500
90,-6,4,4000
18,-8,3,2000
31,-6,5,400
469,-6,5,584
32,-13,4,1400
32,-13,4,2200
77,-11,5,250
493,-15,5,467
42,-8,5,463
304,-7,5,258
223,-15,5,475
506,-4,5,200
365,-3,5,266
365,-3,5,266
365,-3,5,266
74,-15,5,5200
1968,17,1,750
1584,-28,5,1350
1226,-7,4,450
1226,-7,4,450
676,-15,5,200
357,-19,5,2250
84,-23,4,650
449,-15,5,600
757,-12,5,200
757,-12,5,200
345,-19,5,400
95,-19,5,100
452,-18,4,250
526,-18,5,16250
29,-13,5,2134
495,1,5,300
368,-7,3,1250
619,-24,5,900
440,-8,5,150
1077,-14,5,2600
336,-22,4,50
543,-7,3,100
2351,-14,5,700
257,-12,3,1383
257,-12,3,1383
448,11,1,800
2373,-13,5,200
457,-14,5,350
423,-4,1,4750
423,-4,1,4750
1125,-33,1,575
573,-11,5,1600
573,-11,5,1600
573,-11,1,1600
573,-11,1,1600
422,-13,4,4000
176,-8,4,2500
850,-13,4,1300
14,-13,5,6150
726,-6,5,700
726,-6,5,700
70,-10,5,150
174,-10,5,10700
174,-10,5,10700
174,-10,5,10700
1619,-6,5,267
667,-14,4,200
1906,-14,5,7500
113,-11,5,400
2077,-22,5,1700
822,-18,5,16133
511,-18,4,5300
511,-18,4,5300
348,-9,5,150
334,-20,3,250
11,-9,5,22350
327,-14,5,6500
845,-14,5,140
461,-8,5,100
351,-8,5,250
32,-8,5,3875
124,-7,5,12850
463,-7,5,3350
811,-14,3,50
31,0,1,250
811,-21,5,200
497,-12,5,220
359,-22,5,2425
2100,-15,5,2150
1088,-9,5,600
2475,-22,4,150
297,-6,5,2900
861,-15,5,300
176,-43,5,1400
65,-8,5,225
94,-14,1,1250
952,-3,5,1383
911,-15,5,4338
343,-11,5,1350
546,-13,5,300
416,-23,5,350
10,4,5,950
292,-11,5,950
292,-11,5,1050
319,0,5,300
116,-11,5,2150
45,-6,3,11875
423,-10,3,500
129,-15,5,10750
579,-14,4,700
8,-7,1,300
8,-7,1,300
552,-15,5,350
552,-15,5,350
762,-7,3,5150
136,-8,4,600
350,-15,4,10150
270,-1,5,200
357,-7,4,350
866,-17,5,150
413,-8,5,1550
413,-8,5,1550
2477,3,4,1200
276,-11,5,1000
362,-14,5,8100
1622,-20,5,500
869,-20,5,200
24,-9,5,3850
8,-1,5,5000
4,-11,3,1500
393,-13,5,3750
35,-9,5,4950
8,-6,5,300
439,-11,5,2300
373,-21,5,350
256,-13,5,425
503,-11,4,550
503,-11,4,550
503,-11,4,550
503,-11,4,550
683,-8,3,1800
125,-8,5,750
329,-23,5,14450
306,-13,5,800
822,-12,4,3500
356,-15,5,450
1737,-13,5,300
894,-32,1,100
803,-11,4,13350
803,-11,4,13350
803,-11,4,13350
803,-11,4,13350
803,-11,4,13350
1080,-27,1,350
699,-24,5,1150
699,-24,5,1800
340,-14,5,1050
340,-14,5,1050
247,-10,5,10750
787,-13,4,650
604,-15,5,7000
479,-14,3,3400
814,-13,5,3008
651,-13,5,500
2220,-16,4,584
187,-13,4,1750
839,-4,3,2700
449,0,5,1200
189,-22,4,12300
1453,-23,5,369
1074,-18,5,400
8,-9,1,1650
20,-13,5,250
1725,-21,3,600
403,-19,5,1500
104,-4,4,742
42,-11,4,1450
66,-9,4,600
752,1,5,100
1177,-24,4,224
12,-6,5,16850
1107,-18,5,4300
561,-19,5,300
561,-19,5,300
529,-7,5,444
2492,-24,4,250
854,-8,4,200
833,-9,5,4338
305,-8,4,300
13,-11,3,267
430,-7,5,16400
539,-8,4,167
350,-24,5,300
2306,-21,3,1250
773,-1,2,300
773,-1,2,300
557,-12,4,5000
900,-3,5,250
57,-5,5,1550
9,-22,4,3100
604,-16,5,500
604,-16,5,500
1432,-2,5,100
1347,-18,4,50
2295,-21,5,4550
701,-14,5,2638
542,-8,5,1825
950,-33,5,550
950,-33,5,550
950,-33,5,550
319,-12,3,10075
521,-15,1,1167
9,-5,5,6100
194,-1,4,300
297,-14,5,675
119,-14,5,3250
399,-14,5,6250
1095,-28,5,2000
487,-1,5,1383
1966,-14,4,3300
93,-12,5,150
97,-11,4,200
97,-11,4,150
385,-15,5,550
743,-24,5,217
285,-4,5,314
250,18,1,150
286,-13,5,350
1005,-6,1,1575
1221,-14,4,11875
247,-10,5,1825
132,-15,4,500
1082,1,1,475
93,-13,5,250
2314,-17,5,700
356,-27,5,1250
172,-7,4,350
695,-13,1,1050
349,4,5,1600
351,-17,5,6850
22,-8,5,150
1098,-25,4,1950
797,-32,5,11100
1615,8,1,584
251,-10,5,6550
251,-10,5,6550
19,-5,5,750
629,8,1,1550
54,-8,5,875
380,-19,5,750
22,-15,5,250
590,-27,1,900
590,-27,1,350
1722,-19,5,850
640,-14,5,1350
1473,-9,3,300
623,-13,5,650
623,-13,5,650
257,-15,4,282
596,-13,4,375
773,-20,4,150
49,-22,5,150
1485,-28,2,8350
1630,-8,5,250
421,-17,5,750
659,-7,4,100
24,-2,5,150
34,-3,1,250
34,-3,1,200
34,-3,1,200
512,-21,5,4350
365,-22,4,1500
389,-14,5,900
462,-5,3,178
341,-12,5,150
740,-6,5,2100
31,-13,5,838
366,-2,1,150
366,-2,1,150
366,-2,4,150
366,-2,4,150
756,-16,5,283
173,-34,5,2000
141,-19,5,1650
141,-19,5,1650
141,-19,5,1650
141,-19,5,1650
141,-19,5,1650
141,-19,5,1650
141,-19,5,1650
141,-19,5,1650
499,-25,5,5700
201,-12,4,10225
428,-15,5,350
299,-13,3,9625
1339,-20,1,800
2127,-10,5,1050
674,-18,4,2050
886,-15,5,1500
2360,-19,5,150
1082,21,3,600
1451,-12,2,175
1451,-12,2,175
104,-8,5,1383
44,-8,5,4350
530,-16,3,400
1337,-11,5,4317
681,-8,5,200
904,-15,1,128
904,-15,1,129
300,-14,5,1300
485,-11,5,183
2381,-10,5,400
17,-8,4,550
17,-8,4,550
437,-11,5,1550
344,-28,5,350
3111,-29,4,700
252,-2,4,1500
585,-3,4,2700
19,-10,5,500
290,-13,4,584
664,-2,3,250
125,-2,5,100
495,-13,5,800
720,-10,4,600
823,-15,5,550
841,-20,5,500
250,-13,3,667
488,-14,5,1100
332,-3,2,14550
332,-3,2,14550
414,-13,5,850
61,6,1,3500
655,-9,4,157
655,-9,4,157
655,-9,4,157
655,-9,4,157
655,-9,4,157
655,-9,4,157
355,-23,5,1017
78,-20,4,733
42,-5,3,200
399,-28,3,150
NULL,25,NULL,3325
723,-9,5,850
371,-18,4,2600
727,-28,5,1850
96,-14,5,213
50,-12,5,3350
79,-5,4,400
449,-13,5,600
26,-8,1,975
746,-16,4,600
2309,-6,5,600
333,-28,1,683
231,-4,3,3225
NULL,-11,NULL,100
797,-14,3,150
797,-14,3,150
33,-10,3,4350
1061,-19,5,950
573,-13,5,16900
293,-16,5,200
1673,-26,5,700
147,-34,5,567
302,-8,5,50
302,-8,5,50
707,-24,5,1525
885,7,1,150
379,-10,4,6050
832,-18,5,400
312,-21,5,750
851,-16,5,7200
831,-22,3,9750
2120,-18,3,1200
944,-21,5,4825
294,-4,4,1100
816,-21,5,600
2685,5,3,227
NULL,-11,NULL,1250
78,-10,5,460
11,-3,3,600
257,-14,5,1550
960,-11,3,500
960,-11,3,500
381,-7,4,200
790,-26,4,1750
356,-26,4,1750
790,-26,4,5300
356,-26,4,5300
790,-26,4,600
356,-26,4,600
687,-18,5,6050
149,-13,5,3250
476,-14,2,150
20,-8,4,1400
950,-33,5,550
854,-15,4,1750
204,-3,5,30000
1702,-15,1,5200
705,16,4,18150
705,16,4,18150
792,-1,5,10550
112,-7,5,4475
427,5,5,117
314,-8,5,1825
666,-12,5,5250
316,6,1,5400
700,-28,4,300
131,-19,2,250
131,-19,2,250
131,-19,5,250
131,-19,5,250
384,-13,5,335
249,-17,5,2300
301,-12,5,1500
354,-14,4,200
1747,-7,5,200
1086,-20,5,750
666,-5,5,1350
295,-15,5,100
1744,-9,5,4350
155,-14,5,16800
17,-4,5,200
352,-18,5,1250
538,2,1,1350
2133,-17,5,950
313,-17,5,950
2133,-17,5,2150
313,-17,5,2150
304,3,5,1200
619,-21,5,350
619,-21,5,350
769,-3,5,150
781,-21,5,558
NULL,-29,NULL,400
265,14,2,300
20,-14,5,650
554,-25,5,900
802,-7,1,700
18,-7,5,825
1720,-19,4,300
1720,-19,4,300
374,-4,4,5250
453,-14,5,200
119,-10,5,16100
46,-7,5,5650
508,-12,5,750
2255,-14,4,500
2255,-14,4,500
940,-17,5,2550
299,-28,5,300
464,-9,5,175
434,-13,5,300
475,3,1,5675
1514,-15,5,275
104,-16,5,700
895,5,1,3450
348,-20,4,100
371,-25,5,275
339,-6,5,704
159,6,5,10750
479,-17,5,1650
57,-21,3,350
1440,-16,5,500
423,0,5,600
2372,-9,5,600
800,-11,4,100
525,-9,5,1867
498,-23,5,610
498,-23,5,610
982,-10,5,250
578,-15,3,175
570,-15,3,175
578,-15,3,113
570,-15,3,113
528,-10,5,250
892,-11,5,850
849,-22,4,18600
NULL,-14,NULL,900
704,-19,5,1600
929,-16,5,2200
383,-10,5,500
405,-14,5,4338
322,-7,5,300
374,-23,3,335
572,-10,5,8750
1053,7,3,22150
442,-22,1,1975
442,-22,1,1975
469,-26,5,5470
2089,-9,5,150
475,-12,1,4950
922,-35,5,1800
922,-24,4,500
51,0,4,418
114,-14,2,650
157,-14,2,650
114,-14,2,2050
157,-14,2,2050
NULL,-24,NULL,100
333,-22,3,6550
875,-2,4,167
376,-17,3,650
832,-5,5,2600
1086,-16,3,2950
720,-14,5,175
295,-10,4,835
295,-10,4,835
589,-21,5,200
589,-21,5,200
589,-21,5,200
589,-21,5,200
432,-16,5,5950
49,-8,5,1200
145,6,1,3890
81,-15,4,300
376,-4,5,14350
1059,-28,5,1450
1059,-28,5,1450
771,-14,5,4750
156,-9,5,1092
596,-3,2,1825
518,-4,5,3450
896,-7,5,250
281,-11,5,3733
333,-17,5,200
453,-14,5,888
17,-13,4,1050
810,12,1,550
810,12,1,550
189,-14,5,969
29,-5,5,9750
14,-7,5,2750
20,-22,5,750
13,-8,5,214
1086,-16,5,400
822,8,1,442
328,-13,1,1200
328,-13,1,1200
328,-13,1,1600
328,-13,1,1600
175,-18,4,2500
348,-5,5,1600
1212,2,5,350
1189,-25,5,350
343,-23,5,100
975,-14,5,350
152,8,3,1500
1232,-32,5,200
1232,-32,5,200
677,-14,5,6850
16,-7,4,2750
513,-8,1,250
436,-16,5,1800
361,5,1,16100
322,-10,5,2300
8,-17,5,300
8,-17,5,300
72,2,3,667
811,0,5,388
1529,-7,5,1100
2179,-9,5,850
645,-15,5,300
185,-14,4,4475
549,-9,3,950
318,-10,5,300
288,-14,4,1500
739,-10,5,200
739,-10,5,200
643,-13,4,3000
472,-16,1,1000
237,-26,5,600
1248,-17,5,4500
1463,-19,5,550
28,-14,4,1000
NULL,-15,NULL,1250
140,-9,4,129
1467,-8,5,350
346,-15,5,617
1665,1,2,7650
2122,-7,4,200
384,-2,5,6350
10,-14,5,5900
705,-27,3,0
705,-27,3,0
198,-12,5,7650
344,-27,4,11550
694,-1,1,300
243,-13,5,900
653,-15,5,350
653,-15,5,350
653,-15,5,350
653,-15,5,350
780,-18,4,700
858,-16,5,125
242,-8,3,2200
921,-37,1,100
49,-12,3,2825
802,-20,1,2450
1045,-15,1,173
40,-10,5,225
51,-11,5,350
51,-11,5,350
51,-11,5,350
51,-11,5,350
51,-11,5,350
51,-11,5,350
288,-16,4,1350
2472,-14,5,250
2226,-14,3,50
697,-2,3,4850
732,19,5,9900
145,-13,3,200
931,-28,2,1350
875,-11,5,251
309,-17,3,800
773,-3,4,2250
587,-10,5,550
574,-9,4,2150
574,-9,4,2150
819,-15,3,300
594,-16,5,500
766,-14,4,9000
348,-19,1,5850
365,-19,1,5850
348,-19,1,5050
365,-19,1,5050
46,2,1,13650
1246,-13,5,7150
83,-7,5,13450
566,-14,1,750
397,-15,5,200
544,-15,5,400
93,1,5,560
295,-15,5,5950
222,-11,4,400
864,-14,5,250
657,-1,5,496
40,-9,3,950
473,-16,5,400
56,-9,3,6950
403,-13,5,1500
357,-15,5,5700
93,-8,4,750
887,-16,5,100
691,-6,5,6663
162,-18,5,650
68,-5,5,100
750,-21,5,200
77,-16,3,800
289,-30,5,1250
209,-11,5,363
1193,-7,4,700
12,-12,5,490
24,-12,5,490
43,-12,5,490
12,-12,5,575
24,-12,5,575
43,-12,5,575
12,-12,5,1350
24,-12,5,1350
43,-12,5,1350
92,-20,5,750
87,-10,5,1000
1060,-18,5,200
733,-7,1,1150
733,-7,1,1150
257,-11,1,2000
481,-21,5,2250
320,-43,4,1700
109,-8,5,1100
109,-8,5,1100
496,-6,4,2700
1506,-9,5,775
1291,-32,3,0
1291,-32,3,0
20,-7,5,5300
14,-2,5,330
406,-16,5,400
390,-11,5,300
802,-20,5,200
337,-16,5,5400
521,-26,5,449
2066,-16,5,800
295,-22,5,490
360,-14,5,7700
725,-4,5,1000
80,-8,5,1600
129,-8,4,400
836,-11,5,700
12,-13,4,1580
766,-11,3,2900
551,-14,5,2400
343,-19,5,3110
408,-7,5,1750
75,-9,4,415
320,-12,5,517
1799,-11,4,350
359,-12,5,100
352,4,1,400
858,-18,4,750
446,-17,5,7925
21,-9,1,147
40,-14,5,9850
755,-2,4,500
525,-16,5,850
839,-32,3,1900
1177,-24,5,1500
533,-15,4,220
42,-9,4,300
304,-19,5,8750
142,-14,2,200
799,-14,5,4105
533,-28,5,500
419,-7,4,100
667,-16,5,1383
346,-16,3,1300
346,-13,5,115
780,-22,5,1000
474,-12,4,200
64,-12,1,350
1942,-8,2,1100
371,-6,5,6050
877,-14,1,300
402,-15,5,100
2382,0,3,500
512,-15,5,200
777,-20,5,150
339,-11,5,13800
664,-5,2,1850
733,-25,1,2300
733,-25,1,2300
552,-13,5,160
355,-7,4,200
585,35,1,1225
243,-15,4,200
920,-6,2,200
796,-21,5,850
466,-12,5,150
436,-2,5,1200
1300,-5,4,850
707,-23,5,250
838,-23,5,550
1457,-14,5,650
662,-5,4,200
326,-12,5,200
354,-15,5,1800
23,-12,5,1050
616,-1,5,4188
616,-1,5,4188
951,-11,3,500
809,-23,5,3450
494,-16,5,180
489,-16,5,180
494,-16,5,207
489,-16,5,207
857,-3,1,1533
11,-21,3,150
1105,-12,4,1900
448,-29,1,1600
448,-29,1,1600
448,-29,1,1600
